#"Step","Potential Energy (kJ/mole)","Kinetic Energy (kJ/mole)","Total Energy (kJ/mole)","Temperature (K)","Speed (ns/day)"
161500,2382.0747227937045,479.4798560089725,2861.554578802677,308.3859437312636,2.84e+03
162000,2438.780805368495,467.81162190392763,2906.5924272724224,300.88131274193955,2.84e+03
162500,2386.668981780461,481.06188487485923,2867.73086665532,309.4034535571769,2.84e+03
163000,2380.2671626053743,471.95352641023374,2852.220689015608,303.54525182929524,2.84e+03
163500,2389.1749295123022,522.0053698645072,2911.1802993768097,335.73697956445744,2.84e+03
164000,2369.01761854129,539.1925024989315,2908.2101210402216,346.79118768410393,2.84e+03
164500,2416.6937307435705,444.44413151324034,2861.137862256811,285.8520982995533,2.84e+03
165000,2411.7784593279575,481.71352310083495,2893.4919824287927,309.8225661992836,2.84e+03
165500,2407.2992177267506,434.84293764527376,2842.1421553720243,279.6769207716275,2.84e+03
166000,2405.3569383669346,455.4255997456184,2860.782538112553,292.9150236799543,2.84e+03
166500,2362.689435289376,448.21835747858916,2810.907792767965,288.2795584349325,2.84e+03
167000,2418.7639524947544,423.2775365557325,2842.041489050487,272.2384286536979,2.84e+03
167500,2402.796994188,362.85657391413514,2765.653568102135,233.3776186491338,2.84e+03
168000,2399.8308062772594,374.89296244215694,2774.7237687194165,241.1190346623661,2.84e+03
168500,2409.699026608302,464.0972571883569,2873.796283796659,298.49235342734437,2.84e+03
169000,2389.156928356072,529.1318779846076,2918.28880634068,340.32051921598463,2.84e+03
169500,2447.2527835539204,511.3379665392996,2958.59075009322,328.8760505798942,2.84e+03
170000,2475.912777871668,509.07743754543236,2984.9902154171004,327.4221514048419,2.84e+03
170500,2447.258484480807,429.89203889570496,2877.150523376512,276.4926627385327,2.84e+03
171000,2390.1640518154704,455.23731948803066,2845.401371303501,292.79392790461674,2.84e+03
171500,2358.0613293469332,431.323778705671,2789.385108052604,277.413511501918,2.83e+03
172000,2438.424986392684,442.0136652392467,2880.4386516319305,284.28890095931195,2.83e+03
172500,2395.239707855409,459.60686321693055,2854.8465710723394,295.604277181285,2.83e+03
173000,2410.4346601346624,458.91722727174846,2869.3518874064107,295.160725634498,2.83e+03
173500,2399.7435053155045,462.3118421940984,2862.055347509603,297.3440322183173,2.83e+03
174000,2411.0317226760794,470.95264822673835,2881.984370902818,302.90151933603386,2.84e+03
174500,2389.1022592228337,468.9473596253676,2858.049618848201,301.6117825305409,2.84e+03
175000,2338.604944041273,493.6014464781738,2832.206390519447,317.4684942268773,2.83e+03
175500,2482.5998462078987,464.4818775237524,2947.081723731651,298.73972879384354,2.84e+03
176000,2416.25540507475,506.5041148860306,2922.7595199607804,325.7670734554779,2.84e+03
176500,2484.4711730956183,509.389081512903,2993.8602546085212,327.62259073052394,2.84e+03
177000,2447.8352115610796,480.6326247482285,2928.467836309308,309.12736731997995,2.84e+03
177500,2414.7832680965757,450.568706572129,2865.3519746687048,289.7912269945719,2.84e+03
178000,2464.516166560113,450.49089949298923,2915.0070660531023,289.74118399645886,2.84e+03
178500,2435.1227602701006,482.052855263042,2917.1756155331427,310.0408136767723,2.84e+03
179000,2428.5430346341886,423.30901312574133,2851.85204775993,272.25867336601675,2.84e+03
179500,2335.4185539859104,503.90132968342385,2839.319883669334,324.09304615072995,2.84e+03
180000,2393.4295228408373,429.385558759604,2822.8150816004413,276.16691108745664,2.84e+03
180500,2441.27192098508,468.9963643720212,2910.2682853571014,301.6433007994623,2.84e+03
181000,2430.8455102196526,431.0077000382589,2861.8532102579115,277.2102199205895,2.84e+03
181500,2366.6190931072256,503.3999677353808,2870.0190608426065,323.7705863527623,2.84e+03
182000,2350.4160759313254,391.0896801084984,2741.5057560398236,251.53623989067097,2.84e+03
182500,2442.1559251962044,451.41792540176283,2893.573850597967,290.337417093966,2.84e+03
183000,2454.6473244479575,426.17212027283784,2880.819444720795,274.1001313303,2.84e+03
183500,2473.0555392578785,481.0499109563767,2954.105450214255,309.3957523198775,2.84e+03
184000,2391.305245842918,503.3723712660302,2894.677617108948,323.75283719575873,2.84e+03
184500,2435.266647503656,501.78945899856393,2937.05610650222,322.7347591945064,2.84e+03
185000,2400.143008300043,507.2168879969853,2907.3598962970286,326.2255060793584,2.84e+03
185500,2412.9729506883596,464.1822397250871,2877.1551904134467,298.5470114478259,2.84e+03
186000,2394.2524490225983,484.24930229397177,2878.50175131657,311.4534974047751,2.84e+03
186500,2375.3888762359275,507.1093402293779,2882.498216465305,326.1563348318197,2.84e+03
187000,2443.220748095105,410.94949042234646,2854.1702385174517,264.3094278968117,2.84e+03
187500,2418.018726439313,402.4437544329348,2820.462480872248,258.8388134646288,2.84e+03
188000,2411.051524475472,441.0039343628095,2852.0554588382815,283.6394747001223,2.84e+03
188500,2448.901380589532,366.78059411638094,2815.681974705913,235.9014215954404,2.84e+03
189000,2464.913593737024,452.34255576338506,2917.256149500409,290.9321094529837,2.84e+03
189500,2503.0097240096657,447.83095517479825,2950.840679184464,288.03039379629126,2.84e+03
190000,2458.006172992745,479.17120781724896,2937.1773808099942,308.1874311917007,2.84e+03
190500,2438.4671031032985,468.2336242532048,2906.700727356503,301.1527310113574,2.84e+03
191000,2436.39335162434,450.1232785978272,2886.5166302221674,289.50474212039444,2.84e+03
191500,2361.5651464117755,490.89610305537644,2852.461249467152,315.7285047901972,2.84e+03
192000,2446.4731798483826,411.3594708163894,2857.832650664772,264.5731140332443,2.84e+03
192500,2380.0645505585985,415.6965997150917,2795.76115027369,267.36261513897045,2.84e+03
193000,2412.5927183555614,465.0937278272768,2877.686446182838,299.13325113041293,2.84e+03
193500,2490.733926455618,463.37418114125364,2954.108107596872,298.02729428798557,2.84e+03
194000,2400.6949041706807,516.0003417605424,2916.6952459312233,331.8747396063739,2.84e+03
194500,2440.950055499221,482.3781156320777,2923.328171131299,310.2500106317775,2.84e+03
195000,2363.8206756329255,415.22313284975337,2779.0438084826787,267.0580965564628,2.84e+03
195500,2369.6021428765234,458.5112735895952,2828.1134164661185,294.8996293489855,2.84e+03
196000,2419.433015569758,501.53042574990656,2920.9634413196645,322.56815738247224,2.84e+03
196500,2430.71110301085,495.6095276439324,2926.3206306547822,318.7600271195122,2.84e+03
197000,2487.9113877346663,522.2237796939338,3010.1351674286,335.877453706434,2.84e+03
197500,2406.182898742565,525.8170780569408,2931.999976799506,338.18854705664796,2.84e+03
198000,2420.6914300281774,462.5586927016609,2883.250122729838,297.50279848509825,2.84e+03
198500,2404.681956485936,420.3257453456796,2825.0077018316156,270.3399319669199,2.84e+03
199000,2404.5327713884208,435.3730881210296,2839.9058595094502,280.0178964200028,2.84e+03
199500,2389.845552325748,517.9298418868007,2907.7753942125487,333.11573171461094,2.84e+03
200000,2457.6449607378745,517.6076048964761,2975.2525656343505,332.908479299059,2.84e+03
200500,2492.215552903256,428.8348182922717,2921.050371195528,275.81269262209094,2.84e+03
201000,2430.29889930585,485.3845184363182,2915.683417742168,312.183631730564,2.84e+03
201500,2410.801480589339,505.2289191213102,2916.0303997106494,324.9469087615558,2.84e+03
202000,2476.313595119902,514.1224296638013,2990.436024783703,330.6669272510891,2.84e+03
202500,2388.743476308051,501.73966837959756,2890.4831446876487,322.70273547791754,2.84e+03
203000,2406.3388106481575,410.94610375441323,2817.284914402571,264.30724970147446,2.84e+03
203500,2450.077353263413,437.43617970071085,2887.513532964124,281.3448102326075,2.84e+03
204000,2390.2678890870843,477.76922923040155,2868.0371183174857,307.2857238849648,2.84e+03
204500,2495.843322671516,408.2769521099662,2904.1202747814823,262.5905376466947,2.84e+03
205000,2413.592395999345,399.72393868698697,2813.316334686332,257.0895158975302,2.84e+03
205500,2344.67471903784,499.33311072657403,2844.007829764414,321.1549153898147,2.84e+03
206000,2386.3071195153625,499.9960121507696,2886.3031316661322,321.58127215692264,2.84e+03
206500,2449.5218134950824,462.3759208073108,2911.897734302393,297.3852455109319,2.84e+03
207000,2394.0778908121715,453.0568804638036,2847.1347712759753,291.3915400090507,2.84e+03
207500,2426.864779853298,475.9078533944972,2902.772633247795,306.08854711809937,2.84e+03
208000,2438.8047664300825,527.6326976093376,2966.43746403942,339.3562948610778,2.84e+03
208500,2463.410516890746,511.78869609019506,2975.199212980941,329.16594525675805,2.84e+03
209000,2437.345470977371,481.11525430125425,2918.4607252786254,309.43777904701534,2.84e+03
209500,2489.7528706673174,445.3635659596888,2935.1164366270064,286.4434488138943,2.84e+03
210000,2408.733192157987,439.12962355423065,2847.8628157122175,282.43397857696823,2.84e+03
210500,2426.8275777819317,474.52953391566996,2901.357111697602,305.20205658483826,2.83e+03
211000,2360.647569086103,478.03067443527027,2838.678243521373,307.45387698926527,2.83e+03
211500,2407.9581693510754,474.9038283495995,2882.8619977006747,305.44279066530936,2.83e+03
212000,2410.872469886108,439.7715142151859,2850.643984101294,282.84682190035335,2.83e+03
212500,2455.917372808561,409.2550832180112,2865.1724560265725,263.2196399563478,2.83e+03
213000,2405.559557678675,431.2649171317243,2836.8244748103994,277.3756536403132,2.83e+03
213500,2408.1727587285795,438.5659168239689,2846.7386755525486,282.0714206304334,2.83e+03
214000,2384.189904571734,460.36646497437573,2844.5563695461096,296.0928284768065,2.83e+03
214500,2407.4035952782424,471.49972065882724,2878.9033159370697,303.25337863970384,2.83e+03
215000,2398.5344726162225,509.75411093710926,2908.2885835533316,327.8573658562415,2.83e+03
215500,2417.038808450431,464.5825506594095,2881.621359109841,298.8044785003409,2.83e+03
216000,2339.3630355539094,486.6633544757944,2826.0263900297036,313.00613773153356,2.83e+03
216500,2349.327953713798,489.2451484752455,2838.5731021890433,314.66666417297296,2.83e+03
217000,2413.813541279754,449.4731025912426,2863.2866438709966,289.0865699305324,2.83e+03
217500,2471.720650135125,417.18423820562793,2888.904888340753,268.3194161267191,2.83e+03
218000,2408.837641334436,462.50837575979193,2871.3460170942276,297.4704362546323,2.83e+03
218500,2447.0297956484383,425.10428447821454,2872.134080126653,273.41333386603117,2.83e+03
219000,2430.589488037499,503.7291619988401,2934.318650036339,323.98231346149385,2.83e+03
219500,2409.9127685911644,506.06202210105215,2915.9747906922166,325.48273366726,2.83e+03
220000,2442.799085146404,526.6661886068798,2969.4652737532842,338.7346675140426,2.83e+03
220500,2389.0313286701385,479.425655158326,2868.456983828464,308.3510834962231,2.83e+03
221000,2362.4215203600893,435.86919619680765,2798.2907165568968,280.3369770971661,2.83e+03
221500,2348.34994882949,419.77941307623746,2768.129361905728,269.9885487119379,2.83e+03
222000,2394.0602998461436,428.8529243922774,2822.913224238421,275.8243378803173,2.83e+03
222500,2403.5297164152444,417.87723625578803,2821.4069526710323,268.76513007074465,2.83e+03
223000,2384.1795787484975,474.7767455268967,2858.9563242753943,305.36105510182307,2.83e+03
223500,2478.698275273286,488.9736534367476,2967.6719287100336,314.49204734055286,2.83e+03
224000,2372.2114588862282,483.5179764505683,2855.7294353367965,310.9831322631187,2.83e+03
224500,2433.7004865152167,385.1182157360002,2818.818702251217,247.6955870396865,2.83e+03
225000,2404.4672838561537,412.0074515562495,2816.4747354124033,264.9898742985133,2.83e+03
225500,2413.0034771362193,453.19870833408453,2866.202185470304,291.4827591104912,2.83e+03
226000,2364.988730801569,482.8995554109229,2847.888286212492,310.5853838414817,2.83e+03
226500,2395.5237463270314,486.2901477215069,2881.8138940485383,312.766103211448,2.83e+03
227000,2420.2109247082453,449.8183410920337,2870.029265800279,289.30861617407015,2.83e+03
227500,2428.582945492219,418.24403441629073,2846.8269799085097,269.00104279047196,2.83e+03
228000,2384.205483052372,486.64922774229586,2870.854710794668,312.99705187320774,2.83e+03
228500,2437.431022809448,427.0411959199048,2864.472218729353,274.659092692776,2.83e+03
229000,2412.7109032376056,455.87220679747765,2868.5831100350833,293.2022668987019,2.83e+03
229500,2409.3392861061034,439.5920093565819,2848.9312954626853,282.7313701779688,2.83e+03
230000,2432.9047376941016,450.68582841447557,2883.590566108577,289.8665559774915,2.83e+03
230500,2420.0021871645795,447.05614806531736,2867.058335229897,287.53206290986816,2.83e+03
231000,2423.6794447070024,480.0841465663952,2903.7635912733977,308.77460388351665,2.83e+03
231500,2419.8967456277437,482.7168139051295,2902.6135595328733,310.4678504122527,2.83e+03
232000,2447.0532333287883,481.96744420271915,2929.0206775315073,309.98588004376836,2.83e+03
232500,2390.4343683157713,443.8755746973608,2834.309943013132,285.4864209347328,2.83e+03
233000,2349.5581284895466,443.50630267457046,2793.064431164117,285.2489171067522,2.83e+03
233500,2410.1081620951454,442.42811549134143,2852.536277586487,284.55546196395085,2.83e+03
234000,2385.0356889828586,436.149490469728,2821.1851794525865,280.51725331272286,2.83e+03
234500,2360.295410783767,449.545469083213,2809.84087986698,289.1331137188504,2.83e+03
235000,2430.156684561667,439.52186082237426,2869.678545384041,282.68625290838617,2.83e+03
235500,2400.099855712697,448.77053709976565,2848.8703928124623,288.6347025175287,2.83e+03
236000,2387.9599547171792,441.85759679842334,2829.8175515156026,284.1885227832388,2.83e+03
236500,2386.1930754968416,418.62266821787637,2804.815743714718,269.2445678119451,2.83e+03
237000,2420.22259055681,443.14502365868395,2863.3676142154936,285.0165541224303,2.83e+03
237500,2401.498973591447,478.4768443160577,2879.9758179075047,307.74083903371144,2.83e+03
238000,2427.776363911088,464.8500228372989,2892.626386748387,298.97650795886057,2.83e+03
238500,2441.83021074484,496.4870176252492,2938.317228370089,319.3244003097762,2.83e+03
239000,2454.9579010253183,512.792323591223,2967.7502246165413,329.81144602218194,2.83e+03
239500,2440.576523637148,520.0834373048167,2960.6599609419645,334.5008546704078,2.83e+03
240000,2439.1446438728703,476.51329548497597,2915.6579393578463,306.4779478991896,2.83e+03
240500,2400.3987144116827,403.1713715435404,2803.570085955223,259.30679326923797,2.83e+03
241000,2367.167645873009,514.4840495309749,2881.651695403984,330.8995094599404,2.83e+03
241500,2409.521664642351,438.40862539301554,2847.9302900353664,281.97025586664296,2.83e+03
242000,2447.940641429551,449.06268574186845,2897.003327171419,288.82260308013963,2.83e+03
242500,2434.812608514704,461.722745402122,2896.5353539168264,296.96514420484607,2.83e+03
243000,2436.292198844149,508.77596358403395,2945.068162428183,327.22825309831006,2.83e+03
243500,2426.7716981406966,461.5180031593148,2888.2897013000115,296.83346061276507,2.83e+03
244000,2390.1830541317813,459.1409154513989,2849.3239695831803,295.3045946407107,2.83e+03
244500,2420.044531391273,519.1886369975914,2939.233168388864,333.9253480380926,2.83e+03
245000,2425.7087937530287,494.65774854809194,2920.3665423011207,318.1478735722546,2.83e+03
245500,2409.02873531072,495.30756604194323,2904.336301352663,318.5658151783159,2.83e+03
246000,2387.971419783441,488.4907536211625,2876.4621734046036,314.18146178937576,2.83e+03
246500,2435.180513515671,462.2441264663515,2897.4246399820227,297.30047965120735,2.83e+03
247000,2422.265558139283,403.43115197110376,2825.6967101103864,259.4738756425912,2.83e+03
247500,2421.5840288426475,478.5986119932867,2900.1826408359343,307.81915606744633,2.83e+03
248000,2456.020081970452,420.0334104435756,2876.0534924140275,270.1519116078973,2.83e+03
248500,2490.702517573536,498.0437455252246,2988.7462630987607,320.3256373722936,2.83e+03
249000,2408.7377546169914,480.66352024019426,2889.401274857186,309.14723830168543,2.83e+03
249500,2402.8551359745106,448.45922680069873,2851.3143627752092,288.4344777965777,2.83e+03
250000,2378.7468999516686,450.2049758526241,2828.9518758042927,289.5572871537364,2.83e+03
250500,2378.4251114339195,444.9020684233358,2823.327179857255,286.14662851686967,2.83e+03
251000,2445.855507414823,452.3418612244049,2898.197368639228,290.9316627479633,2.83e+03
251500,2407.701315114629,416.22398768929435,2823.9253028039234,267.7018140356473,2.83e+03
252000,2409.063873697216,475.43098414495483,2884.494857842171,305.781840232057,2.83e+03
252500,2414.3270902702325,462.4540657247626,2876.781155994995,297.43550579572627,2.83e+03
253000,2457.611117117146,508.64273925557455,2966.2538563727207,327.1425675168513,2.83e+03
253500,2394.68248306026,459.4586594575096,2854.1411425177694,295.50895731405643,2.83e+03
254000,2327.813370595881,476.1078078245725,2803.9211784204535,306.2171513438019,2.83e+03
254500,2423.318577082344,455.0739719790309,2878.3925490613747,292.68886806719553,2.83e+03
255000,2370.098457604133,536.5550995420404,2906.653557146173,345.09489535885285,2.83e+03
255500,2426.909219352854,492.5861198551584,2919.4953392080124,316.8154689643766,2.83e+03
256000,2407.8519203218134,486.5246528327548,2894.376573154568,312.91692931839634,2.83e+03
256500,2472.2185828870715,433.5056178146638,2905.7242007017353,278.81679988674625,2.83e+03
257000,2491.6945436378483,535.8045431251086,3027.4990867629567,344.61216173395013,2.83e+03
257500,2442.889545172131,497.2220772795331,2940.111622451664,319.7971669178918,2.83e+03
258000,2385.295773329413,442.7090484716712,2828.0048218010843,284.73614897546656,2.83e+03
258500,2379.370208333623,500.19276780900503,2879.562976142628,321.7078190359812,2.83e+03
259000,2461.129162976184,476.43998189321127,2937.569144869395,306.43079496689984,2.83e+03
259500,2391.3596558833315,456.6812837058248,2848.040939589156,293.7226390119511,2.83e+03
260000,2360.7910157223705,437.03769492544643,2797.828710647817,281.08851770656617,2.83e+03
260500,2395.472061009551,393.7962447444297,2789.2683057539807,253.27701477216198,2.83e+03
261000,2450.0274406319595,384.5001378799469,2834.5275785119065,247.2980593426422,2.83e+03
261500,2429.659616658355,426.04638050491917,2855.7059971632743,274.01925957623524,2.83e+03
262000,2386.405827241949,574.8869034823634,2961.292730724312,369.74867254034325,2.83e+03
262500,2430.6214557029707,494.1269598283237,2924.7484155312945,317.8064874259625,2.83e+03
263000,2441.1455184357374,481.4260654127945,2922.571583848532,309.63768270668595,2.83e+03
263500,2445.8322249697917,447.0603102221625,2892.8925351919543,287.5347398746052,2.83e+03
264000,2410.5807336056555,443.3949211281492,2853.9756547338047,285.177280096611,2.83e+03
264500,2380.1476657250296,497.6700351164958,2877.8177008415255,320.0852789179525,2.83e+03
265000,2475.2996079877876,467.38112480208395,2942.6807327898714,300.6044309222721,2.83e+03
265500,2401.787219681675,464.55094122357315,2866.3381609052485,298.7841483330168,2.83e+03
266000,2419.425918255833,389.60868595412626,2809.034604209959,250.58371232515842,2.83e+03
266500,2409.8149951958635,457.46500700905494,2867.2800022049187,294.22670450596905,2.83e+03
267000,2444.1611869285034,483.1580246280928,2927.319211556596,310.75162288669594,2.83e+03
267500,2476.788822184794,473.0162559831196,2949.8050781679135,304.22876513680615,2.83e+03
268000,2450.042124318645,504.1762348043448,2954.21835912299,324.2698562379303,2.83e+03
268500,2536.9066640176125,466.27040383527464,3003.177067852887,299.8900511015583,2.83e+03
269000,2405.4510423784586,521.1952578966203,2926.646300275079,335.21594173437154,2.83e+03
269500,2466.583787473259,467.98440418084266,2934.5681916541016,300.9924407170958,2.83e+03
270000,2409.342968248859,444.57593941505456,2853.9189076639136,285.93687288118133,2.83e+03
270500,2376.700386650148,500.2645220207399,2876.9649086708882,321.7539690254442,2.83e+03
271000,2412.795015630125,495.30262905592457,2908.0976446860495,318.5626398685016,2.83e+03
271500,2416.689245851401,451.5228571209429,2868.212102972344,290.4049057837225,2.83e+03
272000,2412.718653998404,445.3824258641327,2858.1010798625366,286.4555788947678,2.83e+03
272500,2366.9388182725197,458.83967489274033,2825.77849316526,295.11084645127625,2.83e+03
273000,2384.9976662098125,451.25509384751666,2836.252760057329,290.23268910196356,2.83e+03
273500,2380.5106311731975,477.8746317631342,2858.385262936332,307.3535153867788,2.83e+03
274000,2369.9647258500754,466.6467742696931,2836.6115001197686,300.13212039843506,2.83e+03
274500,2420.0946959128637,479.6241429132797,2899.7188388261434,308.47874440389916,2.83e+03
275000,2407.4152550036874,419.30729503421196,2826.7225500378995,269.68489764898294,2.83e+03
275500,2408.4350576321585,465.9850572304843,2874.420114862643,299.7065253894643,2.83e+03
276000,2394.215445882038,475.3356264344711,2869.551072316509,305.7205092352048,2.83e+03
276500,2367.47414328567,458.95699694588444,2826.4311402315543,295.1863042033088,2.83e+03
277000,2341.7403894069384,435.1091396395333,2776.8495290464716,279.8481332890963,2.83e+03
277500,2432.319310881241,446.5613618593868,2878.880672740628,287.21383241666007,2.83e+03
278000,2358.385842447781,490.7378533047287,2849.12369575251,315.62672366615794,2.83e+03
278500,2425.4635803184037,467.09799265168175,2892.5615729700853,300.42232947565617,2.83e+03
279000,2465.741889092551,395.2002437369532,2860.9421328295043,254.18002153851717,2.83e+03
279500,2425.715498700811,447.6717938666545,2873.387292567466,287.9280263879376,2.83e+03
280000,2353.7603584632534,464.628129554419,2818.3884880176724,298.8337933722288,2.83e+03
280500,2372.1177247713913,475.4519945473648,2847.569719318756,305.7953534437053,2.83e+03
281000,2474.0490921817895,473.79934221432285,2947.848434396112,304.73242088669036,2.83e+03
281500,2430.601840613804,490.1877016714777,2920.7895422852816,315.2728839198387,2.83e+03
282000,2441.1776029680664,435.0750560145813,2876.2526589826475,279.8262118033136,2.83e+03
282500,2401.125448497236,486.6397665152678,2887.7652150125036,312.99096671782667,2.83e+03
283000,2449.1708660795757,478.7221345740909,2927.8930006536666,307.8986017984317,2.83e+03
283500,2342.821531331215,471.4890855257184,2814.3106168569334,303.24653846587927,2.83e+03
284000,2399.5431926124147,455.57525185018346,2855.1184444625983,293.01127507596044,2.83e+03
284500,2376.2205410097145,419.8332238618008,2796.0537648715153,270.0231580697261,2.83e+03
285000,2398.925696988092,510.46480987589115,2909.3905068639833,328.31446443963006,2.84e+03
285500,2440.915784416149,476.4773009502232,2917.3930853663724,306.454797377995,2.83e+03
286000,2397.017333431867,441.8571800315125,2838.8745134633796,284.18825473223416,2.83e+03
286500,2371.5333216788244,455.0899870273606,2826.623308706185,292.6991684285792,2.84e+03
287000,2420.358705567053,477.686575836776,2898.045281403829,307.23256389403633,2.83e+03
287500,2425.6113028869263,429.4664182739122,2855.0777211608383,276.2189173131971,2.83e+03
288000,2389.370447073708,461.36526655379186,2850.7357136275,296.7352253654523,2.84e+03
288500,2348.780575064402,465.9211368086705,2814.7017118730723,299.6654138404436,2.83e+03
289000,2309.072035449673,487.1344702762732,2796.206505725946,313.30914418512407,2.83e+03
289500,2426.4877710930714,421.64768911605506,2848.1354602091264,271.1901634669045,2.83e+03
290000,2360.5833674487712,457.93571012704706,2818.5190775758183,294.5294455355245,2.83e+03
290500,2397.3174263381143,481.1341959232482,2878.4516222613624,309.4499616859755,2.83e+03
291000,2395.3892921132046,471.76322930637997,2867.1525214195844,303.42285888363585,2.84e+03
291500,2402.687191000869,483.4020315351047,2886.089222535974,310.9085602415249,2.84e+03
292000,2418.1066965906352,487.2824195726198,2905.389116163255,313.404300389929,2.84e+03
292500,2379.233965792081,490.0333664568114,2869.2673322488927,315.1736204988016,2.84e+03
293000,2401.549037914962,414.835185915748,2816.3842238307097,266.8085816292733,2.84e+03
293500,2382.4358860622915,448.78691610732415,2831.2228021696155,288.645236965723,2.84e+03
294000,2426.963261649996,432.3946480877465,2859.357909737743,278.10226007157235,2.84e+03
294500,2420.686019975601,445.82195800011095,2866.507977975712,286.73827175632425,2.83e+03
295000,2394.3121816448534,496.8002300802546,2891.112411725108,319.5258484359378,2.84e+03
295500,2388.062975349364,464.70240468289575,2852.7653800322596,298.88156473384913,2.84e+03
296000,2417.702500047167,514.0063020795147,2931.708802126682,330.5922377428133,2.84e+03
296500,2507.9416978927,471.9895858831247,2979.931283775825,303.5684441166011,2.84e+03
297000,2392.281034272246,483.6129527151977,2875.893986987444,311.04421792632803,2.83e+03
297500,2395.3385179735724,497.8483394767983,2893.1868574503706,320.19995851863683,2.83e+03
298000,2388.8014752605695,529.1444894308471,2917.9459646914165,340.32863049052855,2.83e+03
298500,2427.2685179381833,480.0219252201797,2907.290443158363,308.73458512499644,2.83e+03
299000,2446.6527018797096,509.0741804796931,2955.7268823594027,327.4200565654462,2.83e+03
299500,2374.8934176149937,450.6425475866036,2825.5359652015973,289.83871914809924,2.83e+03
300000,2396.3086419020983,479.2486025314965,2875.557244433595,308.2372089700451,2.83e+03
300500,2443.4132654511245,460.3037964221421,2903.7170618732666,296.0525220898319,2.83e+03
301000,2366.5748121385436,453.9703888267625,2820.5452009653063,291.9790790580576,2.83e+03
301500,2376.5074050561207,482.3562160961989,2858.8636211523194,310.23592555822415,2.83e+03
302000,2393.8906032639115,420.6872066319247,2814.5778098958363,270.5724121816444,2.83e+03
302500,2395.3490695216137,475.13618517516056,2870.485254696774,305.5922350643494,2.83e+03
303000,2365.496925772976,423.7154967554838,2789.2124225284597,272.5201104966876,2.83e+03
303500,2430.5640421707153,477.20552161065547,2907.769563781371,306.9231653663424,2.83e+03
304000,2379.7854484839145,457.17676564813064,2836.962214132045,294.0413169803055,2.83e+03
304500,2455.286859939246,490.53860183364657,2945.8254617728926,315.49857156095595,2.83e+03
305000,2418.400110251675,483.5825382618564,2901.9826485135313,311.0246563331158,2.83e+03
305500,2363.807513066975,485.78147479221684,2849.5889878591915,312.4389412266769,2.84e+03
306000,2400.7452548685637,458.9976075763376,2859.742862444901,295.21242364803805,2.84e+03
306500,2449.2594408966615,420.3535299781858,2869.612970874847,270.3578021443826,2.84e+03
307000,2434.310591408089,435.22933631964236,2869.539927727731,279.9254399082676,2.84e+03
307500,2417.9626468815004,426.7513268123281,2844.7139736938284,274.47265825308415,2.84e+03
308000,2361.0411389461356,421.8336715664323,2782.874810512568,271.3097813669232,2.84e+03
308500,2343.7790206878567,428.30066377645284,2772.0796844643096,275.46914170458166,2.84e+03
309000,2367.378353019776,484.08995211341954,2851.468305133196,311.3510085197938,2.84e+03
309500,2406.0558271799077,447.491609307788,2853.547436487696,287.8121375043162,2.84e+03
310000,2421.156378427231,474.5554178755718,2895.711796302803,305.2187043111229,2.84e+03
310500,2369.9533843233826,537.6840706654597,2907.6374549888424,345.8210130903442,2.84e+03
311000,2406.773902807143,481.3593028560204,2888.133205663163,309.59474318833355,2.84e+03
311500,2396.0549199814636,507.4994937306372,2903.554413712101,326.4072689517375,2.84e+03
312000,2399.6699063152055,536.8995049126779,2936.5694112278834,345.3164057600077,2.84e+03
312500,2441.1850160404665,471.8330398303536,2913.0180558708203,303.4677587559625,2.84e+03
313000,2387.1057664039236,500.8162094204641,2887.9219758243876,322.1087965271139,2.84e+03
313500,2410.6040680486603,479.3006597382107,2889.9047277868713,308.27069048260375,2.84e+03
314000,2387.5240120293547,432.67050779584844,2820.1945198252033,278.2796841183895,2.84e+03
314500,2371.5202533385836,392.87845111390527,2764.398704452489,252.68671957758238,2.84e+03
315000,2339.893282751321,444.7712852475748,2784.6645679988956,286.06251300591384,2.84e+03
315500,2364.943991646487,383.8959501445158,2748.8399417910027,246.90946532217035,2.84e+03
316000,2378.112407923523,484.500479687147,2862.61288761067,311.61504658451133,2.84e+03
316500,2426.463554339176,427.9904383353766,2854.4539926745524,275.2696147292212,2.84e+03
317000,2391.9533589571865,461.8040937849342,2853.7574527421207,297.01746485500513,2.84e+03
317500,2439.8648567710934,523.4510118402038,2963.3158686112974,336.6667697514395,2.84e+03
318000,2448.490112153724,470.3842044908243,2918.8743166445483,302.5359147005918,2.84e+03
318500,2400.9593577444293,496.65302721952656,2897.6123849639557,319.43117231439345,2.84e+03
319000,2408.2889909349587,530.6744152645364,2938.9634061994952,341.3126293304137,2.84e+03
319500,2399.866340599337,462.93144580628507,2862.797786405622,297.742541232385,2.84e+03
320000,2385.5047745057936,384.708573114382,2770.2133476201757,247.4321181475587,2.84e+03
320500,2419.960751005689,405.07247218437345,2825.0332231900625,260.5295197464905,2.84e+03
321000,2452.6391754331494,458.9583018421901,2911.5974772753393,295.18714347043056,2.84e+03
321500,2413.565914711839,546.610444853503,2960.176359565342,351.5621684143473,2.84e+03
322000,2377.720455479668,573.3848389804886,2951.1052944601565,368.7825932084365,2.84e+03
322500,2474.632597580859,498.4316800701365,2973.064277650996,320.5751443312187,2.84e+03
323000,2408.533391189384,513.7115294252274,2922.244920614611,330.402649500389,2.84e+03
